Lfd_Nr,Sat_head_indicator,Sat_indicator,Sat_unit
5142,Emissions (OECD),'nmvoc_1A2h_OECD_consistent',kilotonnes
5143,Emissions (OECD),'nmvoc_1A2i_OECD_consistent',kilotonnes
5144,Emissions (OECD),'nmvoc_1A2j_OECD_consistent',kilotonnes
5145,Emissions (OECD),'nmvoc_1A2k_OECD_consistent',kilotonnes
5146,Emissions (OECD),'nmvoc_1A2l_OECD_consistent',kilotonnes
5147,Emissions (OECD),'nmvoc_1A2m_OECD_consistent',kilotonnes
5148,Emissions (OECD),'nmvoc_1A3b_OECD_consistent',kilotonnes
5149,Emissions (OECD),'nmvoc_1A3b_noRES_OECD_consistent',kilotonnes
5150,Emissions (OECD),'nmvoc_1A3b_RES_OECD_consistent',kilotonnes
5151,Emissions (OECD),'nmvoc_1A3a_OECD_consistent',kilotonnes
5152,Emissions (OECD),'nmvoc_1A3c_OECD_consistent',kilotonnes
5153,Emissions (OECD),'nmvoc_1A3d_OECD_consistent',kilotonnes
5154,Emissions (OECD),'nmvoc_1A3e_OECD_consistent',kilotonnes
5155,Emissions (OECD),'nmvoc_1A4_OECD_consistent',kilotonnes
5156,Emissions (OECD),'nmvoc_1A4a_OECD_consistent',kilotonnes
5157,Emissions (OECD),'nmvoc_1A4b_OECD_consistent',kilotonnes
5158,Emissions (OECD),'nmvoc_1A4ci_OECD_consistent',kilotonnes
5159,Emissions (OECD),'nmvoc_1A4cii_OECD_consistent',kilotonnes
5160,Emissions (OECD),'nmvoc_1A4ciii_OECD_consistent',kilotonnes
5161,Emissions (OECD),'nmvoc_1A5_OECD_consistent',kilotonnes
5162,Emissions (OECD),'nmvoc_1B1_OECD_consistent',kilotonnes
5163,Emissions (OECD),'nmvoc_1B2_OECD_consistent',kilotonnes
5164,Emissions (OECD),'nmvoc_2A1_OECD_consistent',kilotonnes
5165,Emissions (OECD),'nmvoc_2A2_OECD_consistent',kilotonnes
5166,Emissions (OECD),'nmvoc_2A3_OECD_consistent',kilotonnes
5167,Emissions (OECD),'nmvoc_2A4_OECD_consistent',kilotonnes
5168,Emissions (OECD),'nmvoc_2B_OECD_consistent',kilotonnes
5169,Emissions (OECD),'nmvoc_2C_OECD_consistent',kilotonnes
5170,Emissions (OECD),'nmvoc_2D_OECD_consistent',kilotonnes
5171,Emissions (OECD),'nmvoc_2E_OECD_consistent',kilotonnes
5172,Emissions (OECD),'nmvoc_2F_OECD_consistent',kilotonnes
5173,Emissions (OECD),'nmvoc_2G_OECD_consistent',kilotonnes
5174,Emissions (OECD),'nmvoc_2H_OECD_consistent',kilotonnes
5175,Emissions (OECD),'nmvoc_3A1_OECD_consistent',kilotonnes
5176,Emissions (OECD),'nmvoc_3A2_OECD_consistent',kilotonnes
5177,Emissions (OECD),'nmvoc_3B1_OECD_consistent',kilotonnes
5178,Emissions (OECD),'nmvoc_3B2_OECD_consistent',kilotonnes
5179,Emissions (OECD),'nmvoc_3B3_OECD_consistent',kilotonnes
5180,Emissions (OECD),'nmvoc_3B4&6_OECD_consistent',kilotonnes
5181,Emissions (OECD),'nmvoc_3B5_OECD_consistent',kilotonnes
5182,Emissions (OECD),'nmvoc_3C1_OECD_consistent',kilotonnes
5183,Emissions (OECD),'nmvoc_3C1a_OECD_consistent',kilotonnes
5184,Emissions (OECD),'nmvoc_3C1b_OECD_consistent',kilotonnes
5185,Emissions (OECD),'nmvoc_3C1c_OECD_consistent',kilotonnes
5186,Emissions (OECD),'nmvoc_3C1d_OECD_consistent',kilotonnes
5187,Emissions (OECD),'nmvoc_3C2_OECD_consistent',kilotonnes
5188,Emissions (OECD),'nmvoc_3C3_OECD_consistent',kilotonnes
5189,Emissions (OECD),'nmvoc_3C4_OECD_consistent',kilotonnes
5190,Emissions (OECD),'nmvoc_3C5_OECD_consistent',kilotonnes
5191,Emissions (OECD),'nmvoc_3C6_OECD_consistent',kilotonnes
5192,Emissions (OECD),'nmvoc_3C7_OECD_consistent',kilotonnes
5193,Emissions (OECD),'nmvoc_3C8_OECD_consistent',kilotonnes
5194,Emissions (OECD),'nmvoc_4A_OECD_consistent',kilotonnes
5195,Emissions (OECD),'nmvoc_4B_OECD_consistent',kilotonnes
5196,Emissions (OECD),'nmvoc_4C_OECD_consistent',kilotonnes
5197,Emissions (OECD),'nmvoc_4D_OECD_consistent',kilotonnes
5198,Emissions (OECD),'nmvoc_4E_OECD_consistent',kilotonnes
5199,Emissions (OECD),'nmvoc_5B_OECD_consistent',kilotonnes
5200,Emissions (OECD),'nmvoc_5A_OECD_consistent',kilotonnes
5201,Emissions (OECD),'nox_total_OECD_consistent',kilotonnes
5202,Emissions (OECD),'nox_1A1a_OECD_consistent',kilotonnes
5203,Emissions (OECD),'nox_1A1bc_OECD_consistent',kilotonnes
5204,Emissions (OECD),'nox_1A1b_OECD_consistent',kilotonnes
5205,Emissions (OECD),'nox_1A1ci_OECD_consistent',kilotonnes
5206,Emissions (OECD),'nox_1A1cii_OECD_consistent',kilotonnes
5207,Emissions (OECD),'nox_1A2_OECD_consistent',kilotonnes
5208,Emissions (OECD),'nox_1A2a_OECD_consistent',kilotonnes
5209,Emissions (OECD),'nox_1A2b_OECD_consistent',kilotonnes
5210,Emissions (OECD),'nox_1A2c_OECD_consistent',kilotonnes
5211,Emissions (OECD),'nox_1A2d_OECD_consistent',kilotonnes
5212,Emissions (OECD),'nox_1A2e_OECD_consistent',kilotonnes
5213,Emissions (OECD),'nox_1A2f_OECD_consistent',kilotonnes
5214,Emissions (OECD),'nox_1A2g_OECD_consistent',kilotonnes
5215,Emissions (OECD),'nox_1A2h_OECD_consistent',kilotonnes
5216,Emissions (OECD),'nox_1A2i_OECD_consistent',kilotonnes
5217,Emissions (OECD),'nox_1A2j_OECD_consistent',kilotonnes
5218,Emissions (OECD),'nox_1A2k_OECD_consistent',kilotonnes
5219,Emissions (OECD),'nox_1A2l_OECD_consistent',kilotonnes
5220,Emissions (OECD),'nox_1A2m_OECD_consistent',kilotonnes
5221,Emissions (OECD),'nox_1A3b_OECD_consistent',kilotonnes
5222,Emissions (OECD),'nox_1A3b_noRES_OECD_consistent',kilotonnes
5223,Emissions (OECD),'nox_1A3b_RES_OECD_consistent',kilotonnes
5224,Emissions (OECD),'nox_1A3a_OECD_consistent',kilotonnes
5225,Emissions (OECD),'nox_1A3c_OECD_consistent',kilotonnes
5226,Emissions (OECD),'nox_1A3d_OECD_consistent',kilotonnes
5227,Emissions (OECD),'nox_1A3e_OECD_consistent',kilotonnes
5228,Emissions (OECD),'nox_1A4_OECD_consistent',kilotonnes
5229,Emissions (OECD),'nox_1A4a_OECD_consistent',kilotonnes
5230,Emissions (OECD),'nox_1A4b_OECD_consistent',kilotonnes
5231,Emissions (OECD),'nox_1A4ci_OECD_consistent',kilotonnes
5232,Emissions (OECD),'nox_1A4cii_OECD_consistent',kilotonnes
5233,Emissions (OECD),'nox_1A4ciii_OECD_consistent',kilotonnes
5234,Emissions (OECD),'nox_1A5_OECD_consistent',kilotonnes
5235,Emissions (OECD),'nox_1B1_OECD_consistent',kilotonnes
5236,Emissions (OECD),'nox_1B2_OECD_consistent',kilotonnes
5237,Emissions (OECD),'nox_2A1_OECD_consistent',kilotonnes
5238,Emissions (OECD),'nox_2A2_OECD_consistent',kilotonnes
5239,Emissions (OECD),'nox_2A3_OECD_consistent',kilotonnes
5240,Emissions (OECD),'nox_2A4_OECD_consistent',kilotonnes
5241,Emissions (OECD),'nox_2B_OECD_consistent',kilotonnes
5242,Emissions (OECD),'nox_2C_OECD_consistent',kilotonnes
5243,Emissions (OECD),'nox_2D_OECD_consistent',kilotonnes
5244,Emissions (OECD),'nox_2E_OECD_consistent',kilotonnes
5245,Emissions (OECD),'nox_2F_OECD_consistent',kilotonnes
5246,Emissions (OECD),'nox_2G_OECD_consistent',kilotonnes
5247,Emissions (OECD),'nox_2H_OECD_consistent',kilotonnes
5248,Emissions (OECD),'nox_3A1_OECD_consistent',kilotonnes
5249,Emissions (OECD),'nox_3A2_OECD_consistent',kilotonnes
5250,Emissions (OECD),'nox_3B1_OECD_consistent',kilotonnes
5251,Emissions (OECD),'nox_3B2_OECD_consistent',kilotonnes
5252,Emissions (OECD),'nox_3B3_OECD_consistent',kilotonnes
5253,Emissions (OECD),'nox_3B4&6_OECD_consistent',kilotonnes
5254,Emissions (OECD),'nox_3B5_OECD_consistent',kilotonnes
5255,Emissions (OECD),'nox_3C1_OECD_consistent',kilotonnes
5256,Emissions (OECD),'nox_3C1a_OECD_consistent',kilotonnes
5257,Emissions (OECD),'nox_3C1b_OECD_consistent',kilotonnes
5258,Emissions (OECD),'nox_3C1c_OECD_consistent',kilotonnes
5259,Emissions (OECD),'nox_3C1d_OECD_consistent',kilotonnes
5260,Emissions (OECD),'nox_3C2_OECD_consistent',kilotonnes
5261,Emissions (OECD),'nox_3C3_OECD_consistent',kilotonnes
5262,Emissions (OECD),'nox_3C4_OECD_consistent',kilotonnes
5263,Emissions (OECD),'nox_3C5_OECD_consistent',kilotonnes
5264,Emissions (OECD),'nox_3C6_OECD_consistent',kilotonnes
5265,Emissions (OECD),'nox_3C7_OECD_consistent',kilotonnes
5266,Emissions (OECD),'nox_3C8_OECD_consistent',kilotonnes
5267,Emissions (OECD),'nox_4A_OECD_consistent',kilotonnes
5268,Emissions (OECD),'nox_4B_OECD_consistent',kilotonnes
5269,Emissions (OECD),'nox_4C_OECD_consistent',kilotonnes
5270,Emissions (OECD),'nox_4D_OECD_consistent',kilotonnes
5271,Emissions (OECD),'nox_4E_OECD_consistent',kilotonnes
5272,Emissions (OECD),'nox_5B_OECD_consistent',kilotonnes
5273,Emissions (OECD),'nox_5A_OECD_consistent',kilotonnes
5274,Emissions (OECD),'oc_total_OECD_consistent',kilotonnes
5275,Emissions (OECD),'oc_1A1a_OECD_consistent',kilotonnes
5276,Emissions (OECD),'oc_1A1bc_OECD_consistent',kilotonnes
5277,Emissions (OECD),'oc_1A1b_OECD_consistent',kilotonnes
5278,Emissions (OECD),'oc_1A1ci_OECD_consistent',kilotonnes
5279,Emissions (OECD),'oc_1A1cii_OECD_consistent',kilotonnes
5280,Emissions (OECD),'oc_1A2_OECD_consistent',kilotonnes
5281,Emissions (OECD),'oc_1A2a_OECD_consistent',kilotonnes
5282,Emissions (OECD),'oc_1A2b_OECD_consistent',kilotonnes
5283,Emissions (OECD),'oc_1A2c_OECD_consistent',kilotonnes
5284,Emissions (OECD),'oc_1A2d_OECD_consistent',kilotonnes
5285,Emissions (OECD),'oc_1A2e_OECD_consistent',kilotonnes
5286,Emissions (OECD),'oc_1A2f_OECD_consistent',kilotonnes
5287,Emissions (OECD),'oc_1A2g_OECD_consistent',kilotonnes
5288,Emissions (OECD),'oc_1A2h_OECD_consistent',kilotonnes
5289,Emissions (OECD),'oc_1A2i_OECD_consistent',kilotonnes
5290,Emissions (OECD),'oc_1A2j_OECD_consistent',kilotonnes
5291,Emissions (OECD),'oc_1A2k_OECD_consistent',kilotonnes
5292,Emissions (OECD),'oc_1A2l_OECD_consistent',kilotonnes
5293,Emissions (OECD),'oc_1A2m_OECD_consistent',kilotonnes
5294,Emissions (OECD),'oc_1A3b_OECD_consistent',kilotonnes
5295,Emissions (OECD),'oc_1A3b_noRES_OECD_consistent',kilotonnes
5296,Emissions (OECD),'oc_1A3b_RES_OECD_consistent',kilotonnes
5297,Emissions (OECD),'oc_1A3a_OECD_consistent',kilotonnes
5298,Emissions (OECD),'oc_1A3c_OECD_consistent',kilotonnes
5299,Emissions (OECD),'oc_1A3d_OECD_consistent',kilotonnes
5300,Emissions (OECD),'oc_1A3e_OECD_consistent',kilotonnes
5301,Emissions (OECD),'oc_1A4_OECD_consistent',kilotonnes
5302,Emissions (OECD),'oc_1A4a_OECD_consistent',kilotonnes
5303,Emissions (OECD),'oc_1A4b_OECD_consistent',kilotonnes
5304,Emissions (OECD),'oc_1A4ci_OECD_consistent',kilotonnes
5305,Emissions (OECD),'oc_1A4cii_OECD_consistent',kilotonnes
5306,Emissions (OECD),'oc_1A4ciii_OECD_consistent',kilotonnes
5307,Emissions (OECD),'oc_1A5_OECD_consistent',kilotonnes
5308,Emissions (OECD),'oc_1B1_OECD_consistent',kilotonnes
5309,Emissions (OECD),'oc_1B2_OECD_consistent',kilotonnes
5310,Emissions (OECD),'oc_2A1_OECD_consistent',kilotonnes
5311,Emissions (OECD),'oc_2A2_OECD_consistent',kilotonnes
5312,Emissions (OECD),'oc_2A3_OECD_consistent',kilotonnes
5313,Emissions (OECD),'oc_2A4_OECD_consistent',kilotonnes
5314,Emissions (OECD),'oc_2B_OECD_consistent',kilotonnes
5315,Emissions (OECD),'oc_2C_OECD_consistent',kilotonnes
5316,Emissions (OECD),'oc_2D_OECD_consistent',kilotonnes
5317,Emissions (OECD),'oc_2E_OECD_consistent',kilotonnes
5318,Emissions (OECD),'oc_2F_OECD_consistent',kilotonnes
5319,Emissions (OECD),'oc_2G_OECD_consistent',kilotonnes
5320,Emissions (OECD),'oc_2H_OECD_consistent',kilotonnes
5321,Emissions (OECD),'oc_3A1_OECD_consistent',kilotonnes
5322,Emissions (OECD),'oc_3A2_OECD_consistent',kilotonnes
5323,Emissions (OECD),'oc_3B1_OECD_consistent',kilotonnes
5324,Emissions (OECD),'oc_3B2_OECD_consistent',kilotonnes
5325,Emissions (OECD),'oc_3B3_OECD_consistent',kilotonnes
5326,Emissions (OECD),'oc_3B4&6_OECD_consistent',kilotonnes
5327,Emissions (OECD),'oc_3B5_OECD_consistent',kilotonnes
5328,Emissions (OECD),'oc_3C1_OECD_consistent',kilotonnes
5329,Emissions (OECD),'oc_3C1a_OECD_consistent',kilotonnes
5330,Emissions (OECD),'oc_3C1b_OECD_consistent',kilotonnes
5331,Emissions (OECD),'oc_3C1c_OECD_consistent',kilotonnes
5332,Emissions (OECD),'oc_3C1d_OECD_consistent',kilotonnes
5333,Emissions (OECD),'oc_3C2_OECD_consistent',kilotonnes
5334,Emissions (OECD),'oc_3C3_OECD_consistent',kilotonnes
5335,Emissions (OECD),'oc_3C4_OECD_consistent',kilotonnes
5336,Emissions (OECD),'oc_3C5_OECD_consistent',kilotonnes
5337,Emissions (OECD),'oc_3C6_OECD_consistent',kilotonnes
5338,Emissions (OECD),'oc_3C7_OECD_consistent',kilotonnes
5339,Emissions (OECD),'oc_3C8_OECD_consistent',kilotonnes
5340,Emissions (OECD),'oc_4A_OECD_consistent',kilotonnes
5341,Emissions (OECD),'oc_4B_OECD_consistent',kilotonnes
5342,Emissions (OECD),'oc_4C_OECD_consistent',kilotonnes
5343,Emissions (OECD),'oc_4D_OECD_consistent',kilotonnes
5344,Emissions (OECD),'oc_4E_OECD_consistent',kilotonnes
5345,Emissions (OECD),'oc_5B_OECD_consistent',kilotonnes
5346,Emissions (OECD),'oc_5A_OECD_consistent',kilotonnes
5347,Emissions (OECD),'pm25_bio_total_OECD_consistent',kilotonnes
5348,Emissions (OECD),'pm25_bio_1A1a_OECD_consistent',kilotonnes
5349,Emissions (OECD),'pm25_bio_1A1bc_OECD_consistent',kilotonnes
5350,Emissions (OECD),'pm25_bio_1A1b_OECD_consistent',kilotonnes
5351,Emissions (OECD),'pm25_bio_1A1ci_OECD_consistent',kilotonnes
5352,Emissions (OECD),'pm25_bio_1A1cii_OECD_consistent',kilotonnes
5353,Emissions (OECD),'pm25_bio_1A2_OECD_consistent',kilotonnes
5354,Emissions (OECD),'pm25_bio_1A2a_OECD_consistent',kilotonnes
5355,Emissions (OECD),'pm25_bio_1A2b_OECD_consistent',kilotonnes
5356,Emissions (OECD),'pm25_bio_1A2c_OECD_consistent',kilotonnes
5357,Emissions (OECD),'pm25_bio_1A2d_OECD_consistent',kilotonnes
5358,Emissions (OECD),'pm25_bio_1A2e_OECD_consistent',kilotonnes
5359,Emissions (OECD),'pm25_bio_1A2f_OECD_consistent',kilotonnes
5360,Emissions (OECD),'pm25_bio_1A2g_OECD_consistent',kilotonnes
5361,Emissions (OECD),'pm25_bio_1A2h_OECD_consistent',kilotonnes
5362,Emissions (OECD),'pm25_bio_1A2i_OECD_consistent',kilotonnes
5363,Emissions (OECD),'pm25_bio_1A2j_OECD_consistent',kilotonnes
5364,Emissions (OECD),'pm25_bio_1A2k_OECD_consistent',kilotonnes
5365,Emissions (OECD),'pm25_bio_1A2l_OECD_consistent',kilotonnes
5366,Emissions (OECD),'pm25_bio_1A2m_OECD_consistent',kilotonnes
5367,Emissions (OECD),'pm25_bio_1A3b_OECD_consistent',kilotonnes
5368,Emissions (OECD),'pm25_bio_1A3b_noRES_OECD_consistent',kilotonnes
5369,Emissions (OECD),'pm25_bio_1A3b_RES_OECD_consistent',kilotonnes
5370,Emissions (OECD),'pm25_bio_1A3a_OECD_consistent',kilotonnes
5371,Emissions (OECD),'pm25_bio_1A3c_OECD_consistent',kilotonnes
5372,Emissions (OECD),'pm25_bio_1A3d_OECD_consistent',kilotonnes
5373,Emissions (OECD),'pm25_bio_1A3e_OECD_consistent',kilotonnes
5374,Emissions (OECD),'pm25_bio_1A4_OECD_consistent',kilotonnes
5375,Emissions (OECD),'pm25_bio_1A4a_OECD_consistent',kilotonnes
5376,Emissions (OECD),'pm25_bio_1A4b_OECD_consistent',kilotonnes
5377,Emissions (OECD),'pm25_bio_1A4ci_OECD_consistent',kilotonnes
5378,Emissions (OECD),'pm25_bio_1A4cii_OECD_consistent',kilotonnes
5379,Emissions (OECD),'pm25_bio_1A4ciii_OECD_consistent',kilotonnes
5380,Emissions (OECD),'pm25_bio_1A5_OECD_consistent',kilotonnes
5381,Emissions (OECD),'pm25_bio_1B1_OECD_consistent',kilotonnes
5382,Emissions (OECD),'pm25_bio_1B2_OECD_consistent',kilotonnes
5383,Emissions (OECD),'pm25_bio_2A1_OECD_consistent',kilotonnes
5384,Emissions (OECD),'pm25_bio_2A2_OECD_consistent',kilotonnes
5385,Emissions (OECD),'pm25_bio_2A3_OECD_consistent',kilotonnes
5386,Emissions (OECD),'pm25_bio_2A4_OECD_consistent',kilotonnes
5387,Emissions (OECD),'pm25_bio_2B_OECD_consistent',kilotonnes
5388,Emissions (OECD),'pm25_bio_2C_OECD_consistent',kilotonnes
5389,Emissions (OECD),'pm25_bio_2D_OECD_consistent',kilotonnes
5390,Emissions (OECD),'pm25_bio_2E_OECD_consistent',kilotonnes
5391,Emissions (OECD),'pm25_bio_2F_OECD_consistent',kilotonnes
5392,Emissions (OECD),'pm25_bio_2G_OECD_consistent',kilotonnes
5393,Emissions (OECD),'pm25_bio_2H_OECD_consistent',kilotonnes
5394,Emissions (OECD),'pm25_bio_3A1_OECD_consistent',kilotonnes
5395,Emissions (OECD),'pm25_bio_3A2_OECD_consistent',kilotonnes
5396,Emissions (OECD),'pm25_bio_3B1_OECD_consistent',kilotonnes
5397,Emissions (OECD),'pm25_bio_3B2_OECD_consistent',kilotonnes
5398,Emissions (OECD),'pm25_bio_3B3_OECD_consistent',kilotonnes
5399,Emissions (OECD),'pm25_bio_3B4&6_OECD_consistent',kilotonnes
5400,Emissions (OECD),'pm25_bio_3B5_OECD_consistent',kilotonnes
5401,Emissions (OECD),'pm25_bio_3C1_OECD_consistent',kilotonnes
5402,Emissions (OECD),'pm25_bio_3C1a_OECD_consistent',kilotonnes
5403,Emissions (OECD),'pm25_bio_3C1b_OECD_consistent',kilotonnes
5404,Emissions (OECD),'pm25_bio_3C1c_OECD_consistent',kilotonnes
5405,Emissions (OECD),'pm25_bio_3C1d_OECD_consistent',kilotonnes
5406,Emissions (OECD),'pm25_bio_3C2_OECD_consistent',kilotonnes
5407,Emissions (OECD),'pm25_bio_3C3_OECD_consistent',kilotonnes
5408,Emissions (OECD),'pm25_bio_3C4_OECD_consistent',kilotonnes
5409,Emissions (OECD),'pm25_bio_3C5_OECD_consistent',kilotonnes
5410,Emissions (OECD),'pm25_bio_3C6_OECD_consistent',kilotonnes
5411,Emissions (OECD),'pm25_bio_3C7_OECD_consistent',kilotonnes
5412,Emissions (OECD),'pm25_bio_3C8_OECD_consistent',kilotonnes
5413,Emissions (OECD),'pm25_bio_4A_OECD_consistent',kilotonnes
5414,Emissions (OECD),'pm25_bio_4B_OECD_consistent',kilotonnes
5415,Emissions (OECD),'pm25_bio_4C_OECD_consistent',kilotonnes
5416,Emissions (OECD),'pm25_bio_4D_OECD_consistent',kilotonnes
5417,Emissions (OECD),'pm25_bio_4E_OECD_consistent',kilotonnes
5418,Emissions (OECD),'pm25_bio_5B_OECD_consistent',kilotonnes
5419,Emissions (OECD),'pm25_bio_5A_OECD_consistent',kilotonnes
5420,Emissions (OECD),'pm25_fossil_total_OECD_consistent',kilotonnes
5421,Emissions (OECD),'pm25_fossil_1A1a_OECD_consistent',kilotonnes
5422,Emissions (OECD),'pm25_fossil_1A1bc_OECD_consistent',kilotonnes
5423,Emissions (OECD),'pm25_fossil_1A1b_OECD_consistent',kilotonnes
5424,Emissions (OECD),'pm25_fossil_1A1ci_OECD_consistent',kilotonnes
5425,Emissions (OECD),'pm25_fossil_1A1cii_OECD_consistent',kilotonnes
5426,Emissions (OECD),'pm25_fossil_1A2_OECD_consistent',kilotonnes
5427,Emissions (OECD),'pm25_fossil_1A2a_OECD_consistent',kilotonnes
5428,Emissions (OECD),'pm25_fossil_1A2b_OECD_consistent',kilotonnes
5429,Emissions (OECD),'pm25_fossil_1A2c_OECD_consistent',kilotonnes
5430,Emissions (OECD),'pm25_fossil_1A2d_OECD_consistent',kilotonnes
5431,Emissions (OECD),'pm25_fossil_1A2e_OECD_consistent',kilotonnes
5432,Emissions (OECD),'pm25_fossil_1A2f_OECD_consistent',kilotonnes
5433,Emissions (OECD),'pm25_fossil_1A2g_OECD_consistent',kilotonnes
5434,Emissions (OECD),'pm25_fossil_1A2h_OECD_consistent',kilotonnes
5435,Emissions (OECD),'pm25_fossil_1A2i_OECD_consistent',kilotonnes
5436,Emissions (OECD),'pm25_fossil_1A2j_OECD_consistent',kilotonnes
5437,Emissions (OECD),'pm25_fossil_1A2k_OECD_consistent',kilotonnes
5438,Emissions (OECD),'pm25_fossil_1A2l_OECD_consistent',kilotonnes
5439,Emissions (OECD),'pm25_fossil_1A2m_OECD_consistent',kilotonnes
5440,Emissions (OECD),'pm25_fossil_1A3b_OECD_consistent',kilotonnes
5441,Emissions (OECD),'pm25_fossil_1A3b_noRES_OECD_consistent',kilotonnes
5442,Emissions (OECD),'pm25_fossil_1A3b_RES_OECD_consistent',kilotonnes
5443,Emissions (OECD),'pm25_fossil_1A3a_OECD_consistent',kilotonnes
5444,Emissions (OECD),'pm25_fossil_1A3c_OECD_consistent',kilotonnes
5445,Emissions (OECD),'pm25_fossil_1A3d_OECD_consistent',kilotonnes
5446,Emissions (OECD),'pm25_fossil_1A3e_OECD_consistent',kilotonnes
5447,Emissions (OECD),'pm25_fossil_1A4_OECD_consistent',kilotonnes
5448,Emissions (OECD),'pm25_fossil_1A4a_OECD_consistent',kilotonnes
5449,Emissions (OECD),'pm25_fossil_1A4b_OECD_consistent',kilotonnes
5450,Emissions (OECD),'pm25_fossil_1A4ci_OECD_consistent',kilotonnes
5451,Emissions (OECD),'pm25_fossil_1A4cii_OECD_consistent',kilotonnes
5452,Emissions (OECD),'pm25_fossil_1A4ciii_OECD_consistent',kilotonnes
5453,Emissions (OECD),'pm25_fossil_1A5_OECD_consistent',kilotonnes
5454,Emissions (OECD),'pm25_fossil_1B1_OECD_consistent',kilotonnes
5455,Emissions (OECD),'pm25_fossil_1B2_OECD_consistent',kilotonnes
5456,Emissions (OECD),'pm25_fossil_2A1_OECD_consistent',kilotonnes
5457,Emissions (OECD),'pm25_fossil_2A2_OECD_consistent',kilotonnes
5458,Emissions (OECD),'pm25_fossil_2A3_OECD_consistent',kilotonnes
5459,Emissions (OECD),'pm25_fossil_2A4_OECD_consistent',kilotonnes
5460,Emissions (OECD),'pm25_fossil_2B_OECD_consistent',kilotonnes
5461,Emissions (OECD),'pm25_fossil_2C_OECD_consistent',kilotonnes
5462,Emissions (OECD),'pm25_fossil_2D_OECD_consistent',kilotonnes
5463,Emissions (OECD),'pm25_fossil_2E_OECD_consistent',kilotonnes
5464,Emissions (OECD),'pm25_fossil_2F_OECD_consistent',kilotonnes
5465,Emissions (OECD),'pm25_fossil_2G_OECD_consistent',kilotonnes
5466,Emissions (OECD),'pm25_fossil_2H_OECD_consistent',kilotonnes
5467,Emissions (OECD),'pm25_fossil_3A1_OECD_consistent',kilotonnes
5468,Emissions (OECD),'pm25_fossil_3A2_OECD_consistent',kilotonnes
5469,Emissions (OECD),'pm25_fossil_3B1_OECD_consistent',kilotonnes
5470,Emissions (OECD),'pm25_fossil_3B2_OECD_consistent',kilotonnes
5471,Emissions (OECD),'pm25_fossil_3B3_OECD_consistent',kilotonnes
5472,Emissions (OECD),'pm25_fossil_3B4&6_OECD_consistent',kilotonnes
5473,Emissions (OECD),'pm25_fossil_3B5_OECD_consistent',kilotonnes
5474,Emissions (OECD),'pm25_fossil_3C1_OECD_consistent',kilotonnes
5475,Emissions (OECD),'pm25_fossil_3C1a_OECD_consistent',kilotonnes
5476,Emissions (OECD),'pm25_fossil_3C1b_OECD_consistent',kilotonnes
5477,Emissions (OECD),'pm25_fossil_3C1c_OECD_consistent',kilotonnes
5478,Emissions (OECD),'pm25_fossil_3C1d_OECD_consistent',kilotonnes
5479,Emissions (OECD),'pm25_fossil_3C2_OECD_consistent',kilotonnes
5480,Emissions (OECD),'pm25_fossil_3C3_OECD_consistent',kilotonnes
5481,Emissions (OECD),'pm25_fossil_3C4_OECD_consistent',kilotonnes
5482,Emissions (OECD),'pm25_fossil_3C5_OECD_consistent',kilotonnes
5483,Emissions (OECD),'pm25_fossil_3C6_OECD_consistent',kilotonnes
5484,Emissions (OECD),'pm25_fossil_3C7_OECD_consistent',kilotonnes
5485,Emissions (OECD),'pm25_fossil_3C8_OECD_consistent',kilotonnes
5486,Emissions (OECD),'pm25_fossil_4A_OECD_consistent',kilotonnes
5487,Emissions (OECD),'pm25_fossil_4B_OECD_consistent',kilotonnes
5488,Emissions (OECD),'pm25_fossil_4C_OECD_consistent',kilotonnes
5489,Emissions (OECD),'pm25_fossil_4D_OECD_consistent',kilotonnes
5490,Emissions (OECD),'pm25_fossil_4E_OECD_consistent',kilotonnes
5491,Emissions (OECD),'pm25_fossil_5B_OECD_consistent',kilotonnes
5492,Emissions (OECD),'pm25_fossil_5A_OECD_consistent',kilotonnes
5493,Emissions (OECD),'pm10_total_OECD_consistent',kilotonnes
5494,Emissions (OECD),'pm10_1A1a_OECD_consistent',kilotonnes
